1	-1	-1	9	0	0	259	1	0	6	200	0	200	0	0	0	0	0	0	0	0	
4	13	15	13	25	0	259	25	0	6	200	0	200	0	0	0	0	0	0	0	0	
6	13	13	13	2125	925	205	10	0	20	200	0	200	0	0	0	0	0	0	0	0	
5	13	13	13	120	325	286	14	0	10	200	0	200	70	200	0	0	0	0	0	0	
7	13	15	13	2135	1800	259	22	0	6	200	0	200	65	180	0	0	0	0	0	0	
8	13	14	13	144	7200	259	10	0	6	200	0	200	0	0	0	0	0	0	0	0	
9	13	14	13	2157	4800	259	10	0	6	200	0	200	0	0	0	0	0	0	0	0	
10	13	15	13	50	600	259	17	0	6	200	0	200	0	0	0	0	0	0	0	0	
11	13	14	13	134	6000	259	10	0	6	200	0	200	0	0	0	0	0	0	0	0	
12	13	15	13	2167	6000	259	19	0	6	200	0	200	70	200	0	0	0	0	0	0	
13	13	14	13	2186	8400	259	10	0	6	200	0	200	0	0	0	0	0	0	0	0	
14	13	15	13	100	3000	259	10	0	6	200	0	200	40	155	0	0	0	0	0	0	
15	13	14	13	164	1200	259	8	0	6	200	0	200	0	0	0	0	0	0	0	0	
16	13	15	13	20	4200	259	5	0	6	200	0	200	0	0	0	0	0	0	0	0	
17	13	14	13	84	3600	259	11	0	6	200	0	200	0	0	0	0	0	0	0	0	
18	13	15	13	2196	6600	259	11	0	6	200	0	200	0	0	0	0	0	0	0	0	
19	13	14	13	2208	9600	259	10	0	6	200	0	200	0	0	0	0	0	0	0	0	
20	13	15	13	110	2400	259	10	0	6	200	0	200	70	115	0	0	0	0	0	0	
21	13	-1	13	192	0	192	14	0	14	200	0	200	0	0	0	0	0	0	0	0	
22	13	-1	13	205	0	205	20	0	20	200	0	200	0	0	0	0	0	0	0	0	
23	13	-1	13	246	0	246	13	0	13	200	0	200	0	0	0	0	0	0	0	0	
24	13	-1	13	279	0	279	8	0	8	200	0	200	0	0	0	0	0	0	0	0	
25	13	-1	13	286	0	286	11	0	11	200	0	200	0	0	0	0	0	0	0	0	
26	13	-1	13	309	0	309	16	0	16	200	0	200	0	0	0	0	0	0	0	0	
27	13	-1	13	298	0	298	11	0	11	200	0	200	0	0	0	0	0	0	0	0	
28	13	-1	13	2245	0	2245	10	0	10	200	0	200	0	0	0	0	0	0	0	0	
29	13	-1	13	2225	0	2225	10	0	10	200	0	200	0	0	0	0	0	0	0	0	
30	13	-1	13	2235	0	2235	10	0	10	200	0	200	0	0	0	0	0	0	0	0	
31	13	-1	13	2218	0	2218	6	0	6	200	0	200	0	0	0	0	0	0	0	0	
32	13	-1	13	2225	0	2225	10	0	10	200	0	200	16	15	0	0	16	15	1	1	
